id,reference,clean_input,clean_prediction,unclean_input,unclean_prediction,clean_BERTScore_P,unclean_BERTScore_P,clean_BERTScore_R,unclean_BERTScore_R,clean_BERTScore_F1,unclean_BERTScore_F1,BERTScore_F1_difference,higher_BERTScore_F1
6850,Find the person responsible and throw them out. Simple. They have a job but do not appreciate its value.,Find the person responsible and boure li deor. Simple. Gagne travail mais pa kone so valeur.,Find the person responsible and fire him. Simple. He has a job but does not know its value.,Find the person responsible and bld. Simple. Gagn travail mais pa kon so valeur,"Find the person responsible and fire them. Simple. Work gained, but not worth it.",0.9172126054763794,0.7524453401565552,0.906797468662262,0.7160313725471497,0.9119752645492554,0.7337868809700012,0.17818838357925415,Clean
12085,"Ducks, fish, eels and monkeys, are you also putting them up for adoption? Do not forget, your karma will be even worse than this.","Canard, poisson anguille singe osi ou pe donne en adoption, pas bliye zot karma pu plis pire ki sa.","Duck, fish, eel and monkey too, you are giving them up for adoption. Do not forget, your karma will be even worse than this.","Canard, poisson anguille singe ossi ou p dne en adoption, pas bliye zote karma pou pli pire ki sa","Duck, fish, eel, monkey too, you are putting them up for adoption. Do not forget, your karma will be worse than this.",0.9309800863265991,0.9175146222114563,0.9283275008201599,0.8985960483551025,0.9296519160270691,0.9079567790031433,0.02169513702392578,Clean
6163,"There is too much corruption in Mauritius... The police arrest someone, then the person gets backing from a minister and, before you know it, they have already been released...",Tro buku corruption dan Moris... La police aret dimunn apre dimunn la ena backing ar minis dan dire inn fini tire li...,Too much corruption in Mauritius... The police arrest people after people who have backing from ministers and say they have already cleared it...,Tro buku corruption dan moris... La police arret dimoune apres dimoune la ena backing r minis dan dire in fini tire li...,"Too much corruption in Mauritius... The police arrest people one after another, but the one with backing from ministers says they have already gotten him released...",0.7559267282485962,0.7950782775878906,0.7313840985298157,0.7731847763061523,0.7434528470039368,0.7839787006378174,-0.040525853633880615,Unclean
78,It will stay like this!! Nothing has changed where we are!!??,Li pu kumsa!! Pena change kot inn arrive!!??,He could start!! Barely changed before arriving!!??,Li pou comsa!! Pena changé cot in arive!!??,It will be like this!! Nothing has changed since it arrived!!??,0.5789421200752258,0.823580265045166,0.560061514377594,0.843515932559967,0.5693452954292297,0.8334289789199829,-0.2640836834907532,Unclean
1730,"He's still going ahead with it, frankly,, he wanted to get the bonus and salary first, then run away. 🏃 Navin is the one who's no good after all.","Sakut li pe ale mem li, dire franc,, ti anvi fini gagne bonus et la peye lerla ki pu marathon. 🏃 Navin mem ki pa bon enfin.","Anyway, it is going ahead. Let us be honest, you just wanted to get the bonus and the pay, so what about the marathon? 🏃 Navin is really no good anyway.",Sak cou li p aler mem li dier franc ti envi fini gagne bonus et la paiy lerla ki pu marathon 🏃 navin mem ki pa bon enfin,"Every time he goes, he tells you straight. You just wanted to finish, get the bonus and the pay, so what about the marathon? The new one is not good anyway.",0.7332003116607666,0.6342970132827759,0.7347573041915894,0.6087415218353271,0.7339780330657959,0.6212565898895264,0.11272144317626953,Clean
3952,"Usually, parents look for their children, but now the children are looking for their parents. Terrible!","D'habitude se parent ki rode zanfan, la se zanfan ki pe rode parent. Terrible!","Usually it is parents who look for their children, but here it is the children looking for their parents. Terrible!",D'habitude c parent ki rode zanfan la c zanfan ki p rode parent terrible,"Usually, it is the parents who look after the children, but here it is the children who have to look after the parents. Terrible.",0.9095973968505859,0.7949659824371338,0.9320217370986938,0.8286320567131042,0.9206730723381042,0.8114500045776367,0.10922306776046753,Clean
4959,"Watched too many series, now he is acting like he’s in a movie. His conscience must be troubling him. He’s been an accomplice for 9 years, that’s a bit much.”","Trop get serie aster limem pe fer film. Bizin so conscience pe reproche li. Li complice apre 9 ans, enpe trop la.","He has watched too many series, now he is making a film himself. His conscience must be reproaching him. He has been complicit for 9 years, that is a bit too much.",Trop guett serie aster li meme p fer film bizin so conscience p re proche li li complice apr 9 ans un p trp la,He watches too many series. Now he is making things up himself. His conscience must be reproaching him. Being complicit after 9 years is a bit much.,0.8387883901596069,0.7963417768478394,0.7983865737915039,0.7506833672523499,0.818088948726654,0.772838830947876,0.045250117778778076,Clean
1572,"This guy is useless, he does not even know the fare from Curepipe to Port Louis.","Sa boug la enn nerport sa, prix Curepipe Port Louis li pas kone.","That guy is an idiot, he does not know the Curepipe–Port Louis fare.","Sa boug la n nirport sa, prix curepipe port louis li pas conner","That guy is a nobody, he cannot tell Curepipe from Port Louis.",0.800539493560791,0.8484899401664734,0.8043677806854248,0.8096013069152832,0.8024490475654602,0.8285895586013794,-0.02614051103591919,Unclean
3082,"It is only on paper, but action needs to be taken quickly.",Seulement lor papier mais bizin agir vite.,"Only on paper, but we need to act fast.",Seulement lor papier mais bizin agir vite,"Only on paper, but we need to act quickly.",0.8755756616592407,0.8800657987594604,0.8640400767326355,0.8674983978271484,0.8697696924209595,0.8737369179725647,-0.003967225551605225,Unclean
13061,"It means that thing called figuring things out is really on everyone’s mind. Even his minister could not resist. For this brother should not have published this as a big deal while there are big big things that need to be considered. They are rather jealous, destroy the guy TTkZM.",Vdire sa zafer ki appel tracement li fort dan latête tout dimunn. Même so ministre pas foutis reziste. Pu sa frère la pas ti bizin publier sa kuma 1 gros zafer tandit ena bann gros gros zafer ki bizin considere. Zot plutot gros poumon appel sa bizin detrire boug la bann TTkZM.,"I mean, this thing called “tracement” is really stuck in everyone’s head. Even his minister cannot resist. That brother should not have published it as such a big deal when there are much bigger issues that need to be considered. They are rather big mouths, calling for the guy to be destroyed, those TTkZM.","Vedire sa zafer ki appel tracement li fort dan latête tout dimoune même so ministre pas foutis régisté. Pou sa frère la pas ti bizin publier sa couma 1 gros zafer tandit enna bann gros gros zafer ki bizin consideré zot plutot gros poumon appel sa bizin detrire bougue la,, ban TTkZM","You mean, this thing called “tracement” is firmly in everyone’s mind, even his minister cannot register it. That brother should not have published it as though it were a big deal, when there are much bigger matters that need to be considered, rather than “gros poumon,” calling for the guy to be destroyed,, ban TTkZM",0.7647467851638794,0.6981399655342102,0.7831563353538513,0.7369544506072998,0.7738420963287354,0.7170222997665405,0.056819796562194824,Clean
5007,"Only today, I think there were 4 fatal accidents. A points-based driving licence could solve this problem.","Zis zurne zordi, mo croire 4 accident fatal. Seki permis a point pu resoudre sa problem la.","This day has turned into 4 fatal accidents, I believe. The points-based driving licence cannot solve that problem.",Zis zournee zordi mo croire 4 accident fatal ski permi a point pou resoudre sa problem la,"Just today, I believe there have been 4 fatal accidents. Is that not enough to solve this problem?",0.8511186838150024,0.7735824584960938,0.8516497015953064,0.7775598168373108,0.8513841032981873,0.7755661010742188,0.0758180022239685,Clean
11324,"It is not only in Italy that cars are seized, it happens throughout Europe. You also have to retake your driving test and pay the fine, and if you do not pay, you go to prison.","Pas just en Italie ki saisi loto se dans toute l'Europe, et aussi repasse permis et peye laman si pas peye ale case prison.","It is not only in Italy that they seize your car, it is throughout Europe, and you also have to retake your driving test and pay the fine, otherwise you go to prison.","Pas juste en Italie ki saisi loto c’est dans toute l’Europe, et aussi repasse permis et paye la man si pas payé allé case prison","It is not just in Italy that they seize the car, it is all over Europe. And you have to retake your driving test and pay the fine, and if you do not pay, go straight to prison.",0.926184892654419,0.929729700088501,0.895484983921051,0.9232714176177979,0.9105762839317322,0.9264892935752869,-0.015913009643554688,Unclean
8354,They learn from politicians.. Are you going to shut this down or leave?,Zot aprann ek politician.. Pu ferme sa ou pu sorti?,"You have learned from the politicians.. To shut this down, or are you going to leave?",Zot apran ek politician.. Pou fermer sa ou pou sorti?,"You are learning from a politician.. To close this, are you going to come out?",0.8201684951782227,0.7677024006843567,0.8805009722709656,0.7776206731796265,0.8492645025253296,0.7726297378540039,0.07663476467132568,Clean
10672,And so it begins and continues!,Et sa commence et continue!,And it starts and keeps going!,Et ca commence et continue,And it starts and continues.,0.8571344614028931,0.9401522874832153,0.8261882066726685,0.8848273754119873,0.8413769006729126,0.9116511940956116,-0.07027429342269897,Unclean
11622,[NAME] is eating caviar and lobster.. We are eating sardines and pilchards.,"[NAME], la mange caviar ek langouste.. Nous nous mange sardine ek pilchards.","[NAME], they eat caviar and lobster.. We eat sardines and pilchards.","[NAME], la mange caviar ek langouste.. Nous nous mange sardine ek pilchards","[NAME], they eat caviar and lobster... We eat sardines and pilchards.",0.9162188768386841,0.909514307975769,0.914158821105957,0.906804621219635,0.9151877164840698,0.9081574082374573,0.007030308246612549,Clean
3814,There is no way to put things right in Mauritius. It has gone too far. The 35% of the population who are loyal must remain united and vigilant.,"Pena okenn façon pour redress situations a Maurice. Fini depase. 35% populations loyale, bizin reste solidaire et vigilant.",There is no way to fix the situation in Mauritius. It is too late. The 35% of the loyal population must remain united and vigilant.,Pena aucaine façon pour redress situations a maurice fini depasser 35% populations loyale bizin reste solidaire et vigilant,"There is no other way to fix the situation in Mauritius. It has already surpassed 35% of the loyal population, who must remain united and vigilant.",0.918297290802002,0.815959632396698,0.8965057134628296,0.8155507445335388,0.9072706699371338,0.8157551288604736,0.09151554107666016,Clean
2416,"Pardon? Is that all? Go around the dispensaries and Medi-Clinic. There is never a doctor and never any reasonable treatment! If only 1 person had said this, I would say okay, maybe it is false, but how many patients go to a dispensary or Medi-Clinic for care and return in the same condition without receiving any treatment?",Pardon? Samem tout? Ale fer le tour dispensaire et Medi-Clinic. Jamais ena medecin jamais ena 1 treatment raisonable! Si 1 ti dir sa mo dir ok maybe faux mais komie patients ki ale gagne 1 soin dispensaire ou Medi-Clinic zot retrne kumsamem sans 1 soin.,"Excuse me? Is all of that really true? Go around the dispensaries and Medi-Clinic. There is never a doctor, there is never a reasonable treatment! If one person said that, I would say okay, maybe it is false, but how many patients go to a dispensary or Medi-Clinic and come back like that without receiving any care.",Pardon sa mem tout ale fr le tour dispensaire et mediclinic jamais ena meds jamais ena 1 treatment raisonable si 1 ti dir sa mo dir ok maybe faux mais combiens patients ki ale ggn 1 soin dispensaire ou mediclinic zot retrne kmsa sa mem sans 1 soin,"Sorry, but just go around the dispensaries and Mediclinic. There are never any meds, there is never even one reasonable treatment. If someone said that, I would say, okay, maybe it is false, but how many patients who go to get care at a dispensary or Mediclinic come back the same way without receiving any care?",0.8774703741073608,0.8134796619415283,0.8806582689285278,0.7832446694374084,0.8790614604949951,0.7980759739875793,0.08098548650741577,Clean
12891,What about his version? Is there only 1 side to the story?,So version kiete li? Zis version 1 kote?,"So, did that version disappear? Where is version 1?",So version kieter li zis version 1 coter,Your quieter version is just version 1 on the side.,0.5959318280220032,0.5975953340530396,0.6083411574363708,0.558795690536499,0.602072536945343,0.577544629573822,0.024527907371520996,Clean
3194,"Most children do not give a damn about learning, [NAME].","La plupart zanfan ferfout pas aprann, [NAME].","Most children do not learn a damn thing, [NAME].",La plupart zenfants ferfoute pas apprane [NAME],Most children do not give a damn about learning [NAME],0.8981137871742249,0.9526814818382263,0.8708434104919434,0.9224832653999329,0.8842684030532837,0.937339186668396,-0.053070783615112305,Unclean
4423,There is a difference between THC and THD. 🙄 With that said.. Stop wasting our time. 😑,Ena 1 différence entre THC et THD. 🙄 Sur se.. Aret perdi nous letan. 😑,What a difference between THC and THD. 🙄 Seriously... Stop wasting our time. 😑,Ena 1 différence entre thc et thd 🙄. Sur ce.. Arret perdi nous letemps 😑,There is 1 difference between THC and THD 🙄. That said... Stop wasting our time 😑,0.9112908244132996,0.8848669528961182,0.8536399006843567,0.8913958668708801,0.8815237879753113,0.8881194591522217,-0.0065956711769104,Unclean
12379,Where is the security and where are the CCTV cameras?,Kot sekurite ek CCTV camera?,What kind of security camera is it?,Cot securiter ek cctv camera,Security guard and CCTV camera,0.6847618818283081,0.7106343507766724,0.6528109312057495,0.6084150075912476,0.6684048175811768,0.6555639505386353,0.012840867042541504,Clean
720,"[NAME], me in the supermarket. 😭💔","[NAME], moi dan sipermarket. 😭💔","[NAME], I am at the supermarket. 😭💔","[NAME], moi dan supermarche 😭💔","[NAME], I am in the supermarket 😭💔",0.9103100895881653,0.8945534825325012,0.9244043827056885,0.8959803581237793,0.9173030853271484,0.8952663540840149,0.022036731243133545,Clean
96,This guy makes you want to vomit when he speaks.,"Sa boug la kan koze, gagne vomi.","That guy, whenever he talks, makes you want to puke.","Sa bougue la, kan kozer, gagne vomit","His mouth, when he talks, makes you want to vomit.",0.86605304479599,0.8479765057563782,0.8988097906112671,0.8760538101196289,0.8821274042129517,0.8617866039276123,0.020340800285339355,Clean
5859,"[NAME], shut up and bring proof.","[NAME], bouss to li, amene preuve.","[NAME], punch him, bring proof.","[NAME], bousse to li amene preuve","[NAME], bring the proof.",0.7381489872932434,0.8466218709945679,0.7359201908111572,0.7624841928482056,0.7370328903198242,0.8023532629013062,-0.06532037258148193,Unclean
4301,"[NAME], well, regardless, they are human beings... They have private and personal lives... They also have a life and need to go out, etc... They have commitments... Their car may need servicing... Insurance, etc.","[NAME], b nerport kuma zot 1 humain... Zot ena lavi prive ek personel... Zot si zot ena enn lavi pu sorti etc... Ena bann engagement... Si li ena loto servicing... Lasirans etc.","[NAME], you are talking as if you are not human... You have a private and personal life... You too have a life, going out and so on... There are commitments... If you have a car to service... Insurance and so on.","[NAME], b nirport kuma zot 1 humain... Zot ena lavie privee ek personel... Zot si zot ena n lavie pou srti etc... Ena bn engagement... Si li ena loto servicing... Lassurance etc","[NAME], at the airport, you are human beings too... You have private lives and personal lives... You also have a life to get out and so on... There are many commitments... If you have a car being serviced... Insurance and so on.",0.7758499383926392,0.798539400100708,0.8042227029800415,0.8116502165794373,0.7897815704345703,0.8050413727760315,-0.015259802341461182,Unclean
12437,He examined it carefully.🧐,Dan linn get bien.🧐,"In the end, it is all good.🧐",Dan Lim guet bien🧐,In Lim’s time too🧐,0.6530460119247437,0.6344946622848511,0.7360771298408508,0.6654592156410217,0.6920800805091858,0.6496081352233887,0.04247194528579712,Clean
2462,There should not have been any work.,Ti bizin pena travail sa.,You must not have a job.,Ti bizen pena travay sa,You need to work harder.,0.6763553619384766,0.6722985506057739,0.6019651293754578,0.5205574631690979,0.6369956731796265,0.5867766737937927,0.05021899938583374,Clean
9129,"[NAME], you guys.","[NAME], eh zot.","[NAME], hey you guys.","[NAME], eh zotto","[NAME], hey, Zotto",0.812149703502655,0.6252230405807495,0.8738060593605042,0.6869332194328308,0.8418504595756531,0.6546270847320557,0.1872233748435974,Clean
4349,"Since this morning, that’s the news coming in. Very sad. 😥",Depi gramatin samem nuvel pe gagne bien triste.😥,"Since this morning, the news we have been getting has been very sad.😥",Depi gramatin sa mem nuvel p gagné bien triste😥,"Since this morning, this same news has not brought any happiness, it is very sad😥",0.800584077835083,0.6835618019104004,0.798962414264679,0.7513571977615356,0.7997724413871765,0.715857982635498,0.08391445875167847,Clean
3148,Money has made him go crazy.,Larzan lui monte a la tête pe vinn fou.,Money has gone to his head and made him crazy.,L'@rgent lui monte a la tête p vin fou,"Money has gone to his head, what a madman!",0.8580275774002075,0.7546513080596924,0.9507529139518738,0.8623026013374329,0.9020135402679443,0.804893434047699,0.09712010622024536,Clean
7828,"They need to be shown which lane to take at a roundabout! In any case, many people do not know how to use a roundabout! They do not follow the arrows on the road!",Bizin montre zot ki lane pu prend kan faire round point! En tous cas beaucoup dimunn pa kone faire round point! Zot pas respecte fleche lor chemin!,"We need to show them which lane to take when going around a roundabout! In any case, a lot of people do not know how to use a roundabout! They do not follow the arrows on the road!",Bizin montrer zot ki lane pou prend kan faire round point! En tous cas beaucoup dimounes pa kone faire round point! Zot pas respecter fleche lor chemin!,"We need to show them which lane to take when going around a roundabout! In any case, many people do not know how to use a roundabout! They do not follow the arrows on the road!",0.9248667359352112,0.9345608949661255,0.9452307224273682,0.947891116142273,0.9349378943443298,0.9411788582801819,-0.006240963935852051,Unclean
12758,"School is free, but education still costs money, just as hospitals are free but you still have to pay the same doctor privately for healthcare.",L'école gratuit mais l'éducation ki coûter l'argent pareil kuma l'hôpital est gratuit mais la santé ou bizin payé ar mem docteur en prive.,"School is free, but education still costs money, just like the hospital is free but healthcare has to be paid for with the same doctor in private practice.",L'école gratuit mais l'éducation ki coûter l'argent parey kuma. L'hôpital et gratuit mais la santé ou bizin payé ar mem docteur en privé,"School is free, but education costs money anyway. The hospital is free, but you have to pay for healthcare with the same doctor privately.",0.8814128637313843,0.8798462152481079,0.9016831517219543,0.8756604194641113,0.8914327025413513,0.8777483105659485,0.013684391975402832,Clean
6937,"[NAME], and they all look ridiculous. On top of that, their device never shows your car's registration number. That's where they lose the case. This type of fine needs to be challenged in court. They will fail because the speed gun does not capture the car's registration number. Some people who went to defend themselves in court got out without paying a fine.","[NAME], et zot paret comik tu. Enplus zot laparey zame donne ou nimero ou loto. Lerlamem zot perdi case. Bizin discute lakour sa model contravention la. Zot pu fail koze fizi la pa gagne nimero loto. Ena seki inn ale defane lakour inn sorti nul sans laman.","[NAME], you all look ridiculous too. Besides, their device never gives your car’s registration number. That is when you lose the case. You need to challenge this type of ticket in court. You will lose because the device does not have the car’s registration number. Some people went to defend themselves in court and came out empty-handed.","[NAME], et zot paret komik tou. Enplus zot laparey zamain don ou numero ou loto. Lrlaem zot perdi case. Bizin discuter lacour sa model cntravention la. Zot pu fail coz fusi la pa gagn num loto. Ena cki in al defan lacour in sorti nul sans laman","[NAME], you all look ridiculous too. Besides, your device never gives your car’s registration number. You have completely lost the plot. This kind of ticket needs to be challenged in court. They will fail because the photo does not show the car’s registration number. Some people have gone to defend themselves in court and come out empty-handed.",0.8473312258720398,0.8053832054138184,0.8396398425102234,0.8001618385314941,0.8434680104255676,0.8027639985084534,0.04070401191711426,Clean
12257,RIP [NAME]. You have given us such a shock. 🥹🥹🥹,RIP [NAME]. To donne nu enn sok. 🥹🥹🥹,RIP [NAME]. You give us such a shock. 🥹🥹🥹,Rip [NAME] to donne nou ene sok 🥹🥹🥹,"RIP [NAME], you gave us such a shock 🥹🥹🥹",0.9753035306930542,0.9526680111885071,0.9593915939331055,0.930433452129364,0.9672821760177612,0.9414194822311401,0.025862693786621094,Clean
8919,"Ladies and gentlemen, watch over your children. 😭","Madam, misye, veye ou zanfan. 😭","Ma’am, sir, watch your child. 😭",Madam missier veil ou zanfan 😭,"Madam, sir, look at your child 😭",0.8016842007637024,0.7098338603973389,0.8250384330749512,0.7391053438186646,0.8131937384605408,0.724173903465271,0.08901983499526978,Clean
11217,"When they finish removing the ducks and cats, they also need to remove those ministers.",Kan zot fini tire canard ek chat zot bizin tire bann minister la osi.,"Since you have finished taking shots at the ducks and cats, you should take shots at those ministers too.",Kan zot fini tire canard ek chat zot bzn tire ban minister la osi,"When you are done shooting ducks and cats, you should shoot those ministers too.",0.7858971357345581,0.853130578994751,0.8242911100387573,0.8450172543525696,0.8046363592147827,0.8490545749664307,-0.04441821575164795,Unclean
9978,"He’s used to playing hide-and-seek with 50 and 25 rupee notes, then making the children go and look for them… [NAME] is here. 😂😂😂",Habitier jouer kook ar billet 50 25 li apre fer zanfan ale rode.. [NAME] li la.😂😂😂,"He used to play “kook” with 50 and 25 bills, then make the children go look for them... [NAME] is there. 😂😂😂",Habitier jouer kook r billet 50 25 li apres fer zenfan alle roder.. [NAME] li laaaa😂😂😂,"Usually plays kook with 50 and 25 bills, now he is making the children go look for it... [NAME] is there 😂😂😂",0.8842853307723999,0.8445473313331604,0.8570451140403748,0.7987310290336609,0.8704521656036377,0.8210004568099976,0.04945170879364014,Clean
4701,A short stay in prison.,Enn ti sejour dan casso.,A little stay in jail.,Ene ti sejour dan casso,A short stay in jail.,0.940696120262146,0.9926838874816895,0.940696120262146,0.9926838874816895,0.940696120262146,0.9926838874816895,-0.05198776721954346,Unclean
9550,This is too much. The promise of free buses has turned into a ticket price increase!!!,Extra sa. Promesse bis gratis vinn augmentation ticket!!!,That is something else. The promise of free buses has turned into a ticket price increase!!!,Extra sa. Promesse bis gratis vine augmentation ticket!!!,"Great. Promise free buses, then increase the ticket price!!!",0.9086412191390991,0.789821445941925,0.9219933748245239,0.7352242469787598,0.91526859998703,0.7615455389022827,0.15372306108474731,Clean
8882,"That's a water gun, mate.",Fizi dilo sa ton.,That water gun is yours.,Fizi delo sa ton,"Water gun, that is yours.",0.7314614057540894,0.6586483716964722,0.7701711058616638,0.7396750450134277,0.7503173351287842,0.6968141794204712,0.05350315570831299,Clean
8533,24/7. A really good thing for patients. It is the patients who will lose out. The former female minister shut it down.,24/7. Enn mari bon zafer pu patients. Patient ki pu perdi. Tiabon ministre tifi ferme.,"24/7. A really good thing for patients. Patients who are going to die. Tiabon minister, tifi ferme.",24/7 ene mari bon zafer pu patients patient ki pou perdi tiabon ministre tifi ferme,"24/7 is a really good thing for patients, patients who are going to lose tiabon. Minister’s daughter, shut up.",0.6601158380508423,0.6543316841125488,0.6703006029129028,0.6592827439308167,0.6651692390441895,0.6567979454994202,0.008371293544769287,Clean
11880,Everyday.,Tulezur.,Every day.,Tous le jours,Every day,0.9561800360679626,0.8342529535293579,0.9561800360679626,0.7957726716995239,0.9561800360679626,0.8145586252212524,0.1416214108467102,Clean
5211,"[NAME], yes, the price of the duck marked ‘pilchard’ has gone down.","[NAME], wi canard mark pilchard inn bese.","[NAME], yes mate, the pilchard brand has gone down.","[NAME], wi canard mark pilchard ine baisser","[NAME], yes, Canard-brand pilchards have gone down.",0.7835330367088318,0.7456188797950745,0.7598763704299927,0.7375699281692505,0.7715234160423279,0.7415725588798523,0.029950857162475586,Clean
11713,"No sardines? And what are the fish in the lake then?! Are not sardines fish?! I am really trying to understand their logic, but I cannot because there is no logic in it!","Pas de sardines? Et bann poisson qui dans lac la qui ete ça?! Sardine pas poisson ça?! Mo pe essaye konpran même zot logique, mais pas pe kapav parski pena okenn logique ladan!","No sardines? And ban fish that live in the lake too?! Sardines are not fish?! I am really trying to understand your logic, but I cannot because there is no logic to it!","Pas de sardines? Et bane poisson qui dans lac là qui eter ça?! Sardine pas poisson ça?! Mo pé essaye konprend même zote logique, mais pas pé capave pki pena aucaine logique ladans!","No sardines? And those fish in that lake over there, what are they then?! Sardines are not fish?! I am trying to understand your logic, but I cannot because there is no logic in it!",0.8357495069503784,0.8823811411857605,0.8172101378440857,0.8920661807060242,0.8263759016990662,0.8871972560882568,-0.060821354389190674,Unclean
